CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Lietuvoje,"Užkalnis – apie besiskundžiančius kainomis Palangoje: ko jie važiuoja, jei jiems brangu?",https://www.delfi.lt/news/daily/lithuania/uzkalnis-apie-besiskundziancius-kainomis-palangoje-ko-jie-vaziuoja-jei-jiems-brangu.d?id=90631493
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Teisė,"Teisininko komentaras. Parama darbdaviui, pritraukusiam aukštos kvalifikacijos darbuotoją iš užsienio",https://www.delfi.lt/news/daily/law/teisininko-komentaras-parama-darbdaviui-pritraukusiam-aukstos-kvalifikacijos-darbuotoja-is-uzsienio.d?id=90630381
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Lietuvoje,Ekonomistai nesureikšmina Rusijai paskelbto defolto: didesnį poveikį jos ekonomikai turi sankcijos,https://www.delfi.lt/news/daily/lithuania/ekonomistai-nesureiksmina-rusijai-paskelbto-defolto-didesni-poveiki-jos-ekonomikai-turi-sankcijos.d?id=90646683
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Lietuvoje,Praėjusią parą prie sienos su Baltarusija apgręžtų migrantų nebuvo,https://www.delfi.lt/news/daily/lithuania/praejusia-para-prie-sienos-su-baltarusija-apgreztu-migrantu-nebuvo.d?id=90646227
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Teisė,"Kruvina drama Vilniuje: du nužudyti, trečiam – perpjauta gerklė",https://www.delfi.lt/news/daily/law/kruvina-drama-vilniuje-du-nuzudyti-treciam-perpjauta-gerkle.d?id=90455257
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Lietuvoje,Valdantieji atsikirto į opozicijos grasinimus atšaukti valstybės vadovo statusą Vytautui Landsbergiui: tai kvailystė,https://www.delfi.lt/news/daily/lithuania/valdantieji-atsikirto-i-opozicijos-grasinimus-atsaukti-valstybes-vadovo-statusa-vytautui-landsbergiui-tai-kvailyste.d?id=90645017
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Lietuvoje,"Nausėda suteikė karininko laipsnius akademijos absolventams, paaukštino du pulkininkus",https://www.delfi.lt/news/daily/lithuania/nauseda-suteike-karininko-laipsnius-akademijos-absolventams-paaukstino-du-pulkininkus.d?id=90644751
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Lietuvoje,Lietuvos žaliųjų partija dalyvaus savivaldos rinkimuose,https://www.delfi.lt/news/daily/lithuania/lietuvos-zaliuju-partija-dalyvaus-savivaldos-rinkimuose.d?id=90644281
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Teisė,"Teisėja pataria, ką daryti oro linijoms atšaukus ar atidėjus skrydį",https://www.delfi.lt/news/daily/law/teiseja-pataria-ka-daryti-oro-linijoms-atsaukus-ar-atidejus-skrydi.d?id=90629851
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Lietuvoje,Prezidentas ir premjerė pasveikino aktorių Paukštę 90-mečio proga,https://www.delfi.lt/news/daily/lithuania/prezidentas-ir-premjere-pasveikino-aktoriu-paukste-90-mecio-proga.d?id=90643661
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Lietuvoje,"Krašto apsaugos ministerija pasirūpino, kad patarimai apie pasiruošimą ekstremalioms situacijoms būtų paskelbti ir Brailio raštu",https://www.delfi.lt/news/daily/lithuania/krasto-apsaugos-ministerija-pasirupino-kad-patarimai-apie-pasiruosima-ekstremalioms-situacijoms-butu-paskelbti-ir-brailio-rastu.d?id=90643655
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Lietuvoje,Taivano užsienio reikalų ministras: jaučiame stiprėjančią Kinijos agresiją,https://www.delfi.lt/news/daily/lithuania/taivano-uzsienio-reikalu-ministras-jauciame-stiprejancia-kinijos-agresija.d?id=90625271
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Lietuvoje,"COVID-19 infekcija: praėjusią parą nustatyti 477 nauji susirgimai, mirė vienas žmogus",https://www.delfi.lt/news/daily/lithuania/covid-19-infekcija-praejusia-para-nustatyti-477-nauji-susirgimai-mire-vienas-zmogus.d?id=90643445
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Lietuvoje,Po vidurvasario šventės Vilniuje šienaujamos nužydėjusios pievos,https://www.delfi.lt/news/daily/lithuania/po-vidurvasario-sventes-vilniuje-sienaujamos-nuzydejusios-pievos.d?id=90643307
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Lietuvoje,Lietuvos ir Baltarusijos pasienyje apgręžta 11 neteisėtų migrantų,https://www.delfi.lt/news/daily/lithuania/lietuvos-ir-baltarusijos-pasienyje-apgrezta-11-neteisetu-migrantu.d?id=90643287
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Lietuvoje,Nausėda vyks darbo vizito į JAV,https://www.delfi.lt/news/daily/lithuania/nauseda-vyks-darbo-vizito-i-jav.d?id=90643247
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Lietuvoje,Landsbergis – apie jam suteiktą statusą: Lietuva galų gale susitvarkė,https://www.delfi.lt/news/daily/lithuania/landsbergis-apie-jam-suteikta-statusa-lietuva-galu-gale-susitvarke.d?id=90633957
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Vasara,Šaltasis frontas išstums tropinį orą iš Lietuvos: liūčių išvengs tik viena Lietuvos dalis,https://www.delfi.lt/vasara/orai/saltasis-frontas-isstums-tropini-ora-is-lietuvos-liuciu-isvengs-tik-viena-lietuvos-dalis.d?id=90642747
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Lietuvoje,JAV žvalgyba praneša: Putinas vis dar nori užimti didžiąją dalį Ukrainos,https://www.delfi.lt/news/daily/lithuania/jav-zvalgyba-pranesa-putinas-vis-dar-nori-uzimti-didziaja-dali-ukrainos.d?id=90633057
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Melas,Bidenas pakliuvo į klastočių kūrėjų akiratį: atsidūrė ant netikro viršelio,https://www.delfi.lt/news/melo-detektorius/melas/bidenas-pakliuvo-i-klastociu-kureju-akirati-atsidure-ant-netikro-virselio.d?id=90632805
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Iš dalies melas,"Skleidžia gandus apie amerikiečių branduolinės energetikos inžinierių, LGBTQ aktyvistą",https://www.delfi.lt/news/melo-detektorius/is-dalies-melas/skleidzia-gandus-apie-amerikieciu-branduolines-energetikos-inzinieriu-lgbtq-aktyvista.d?id=90632735
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Melas,Platina klaidingą Ukrainos kalbų žemėlapį,https://www.delfi.lt/news/melo-detektorius/melas/platina-klaidinga-ukrainos-kalbu-zemelapi.d?id=90632079
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Melas,Lietuviai platina melagieną apie vakcinas: klaidingą informaciją pateikia kaip gąsdinimą,https://www.delfi.lt/news/melo-detektorius/melas/lietuviai-platina-melagiena-apie-vakcinas-klaidinga-informacija-pateikia-kaip-gasdinima.d?id=90632061
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Iš dalies melas,"Gąsdina, esą Latvijoje apsigyvenę ukrainiečiai nuo rytojaus bus išmesti į gatvę",https://www.delfi.lt/news/melo-detektorius/is-dalies-melas/gasdina-esa-latvijoje-apsigyvene-ukrainieciai-nuo-rytojaus-bus-ismesti-i-gatve.d?id=90631657
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Melas,Tėvams – 8 priežastys nuo COVID-19 neskiepyti savo vaikų: absoliuti jų dauguma yra melas,https://www.delfi.lt/news/melo-detektorius/melas/tevams-8-priezastys-nuo-covid-19-neskiepyti-savo-vaiku-absoliuti-ju-dauguma-yra-melas.d?id=90630469
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Iš dalies melas,COVID-19 vakcinoms „priskyrė“ naują nepageidaujamą poveikį: nutylėjo vieną svarbų faktą,https://www.delfi.lt/news/melo-detektorius/is-dalies-melas/covid-19-vakcinoms-priskyre-nauja-nepageidaujama-poveiki-nutylejo-viena-svarbu-fakta.d?id=90623755
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Melas,Rusų karių žudomus ir prievartaujamus vaikus klaidingai vadina išgalvota propaganda,https://www.delfi.lt/news/melo-detektorius/melas/rusu-kariu-zudomus-ir-prievartaujamus-vaikus-klaidingai-vadina-isgalvota-propaganda.d?id=90620857
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Melas,"„Coca-Cola“ nekūrė ir neplatino skardinės su užrašu, kviečiančiu „būti mažiau baltaodžiu“",https://www.delfi.lt/news/melo-detektorius/melas/coca-cola-nekure-ir-neplatino-skardines-su-uzrasu-kviecianciu-buti-maziau-baltaodziu.d?id=90620693
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Melas,"Netikėkite: melagingai teigia, kad daugybė sportininkų mirė nuo vakcinos nuo COVID-19",https://www.delfi.lt/news/melo-detektorius/melas/netikekite-melagingai-teigia-kad-daugybe-sportininku-mire-nuo-vakcinos-nuo-covid-19.d?id=90620669
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Melas,Nesuklyskite: tai – ne liepsnojantis ukrainiečių ginklų sandėlis,https://www.delfi.lt/news/melo-detektorius/melas/nesuklyskite-tai-ne-liepsnojantis-ukrainieciu-ginklu-sandelis.d?id=90620463
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Melas,"Platina melą: įžūliai teigia, kad „Pfizer“ vakcina nuo COVID-19 pasiskiepijusios moterys netenka savo kūdikių",https://www.delfi.lt/news/melo-detektorius/melas/platina-mela-izuliai-teigia-kad-pfizer-vakcina-nuo-covid-19-pasiskiepijusios-moterys-netenka-savo-kudikiu.d?id=90620443
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Šiauliai,Didžiausias Lietuvos vynuogynas be žado palieka net užsieniečius,https://www.delfi.lt/miestai/siauliai/didziausias-lietuvos-vynuogynas-be-zado-palieka-net-uzsieniecius.d?id=90635459
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Vilnius,"Apklausa parodė, kad vilniečiai norėtų tramvajaus",https://www.delfi.lt/miestai/vilnius/apklausa-parode-kad-vilnieciai-noretu-tramvajaus.d?id=90635139
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Vilnius,Pristatyta įspūdinga ekstremalaus bėgimo trasa Vingio parke,https://www.delfi.lt/miestai/vilnius/pristatyta-ispudinga-ekstremalaus-begimo-trasa-vingio-parke.d?id=90621471
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Panevėžys,"Panevėžietis pasakomis auklėja vaikus, įveikia sunkumus ir net gydo ligonius",https://www.delfi.lt/miestai/panevezys/panevezietis-pasakomis-aukleja-vaikus-iveikia-sunkumus-ir-net-gydo-ligonius.d?id=90610743
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Panevėžys,Panevėžio saugykloje – milijoninės vertės dovana,https://www.delfi.lt/miestai/panevezys/panevezio-saugykloje-milijonines-vertes-dovana.d?id=90610999

CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Lietuvoje,"Jau liepsnoja ir Rusija? Maskva apkaltino Ukrainą, kad apšaudė gyvenamuosius rajonus Belgorode",https://www.delfi.lt/news/daily/lithuania/jau-liepsnoja-ir-rusija-maskva-apkaltino-ukraina-kad-apsaude-gyvenamuosius-rajonus-belgorode.d?id=90649531
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Užsienyje,Zelenskis sureagavo į Lukašenkos pareiškimus: paskutiniai signalai labai pavojingi,https://www.delfi.lt/news/daily/world/zelenskis-sureagavo-i-lukasenkos-pareiskimus-paskutiniai-signalai-labai-pavojingi.d?id=90649947
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Lietuvoje,"Įspėja: į Lietuvą atkeliavo naujos omikron versijos, sergamumas COVID-19 didėja",https://www.delfi.lt/news/daily/lithuania/ispeja-i-lietuva-atkeliavo-naujos-omikron-versijos-sergamumas-covid-19-dideja.d?id=90649975
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Užsienyje,Karas Ukrainoje. Karo ekspertai įvertino Rusijos laimėjimus ir įspėjo dėl tolesnio puolimo,https://www.delfi.lt/news/daily/world/karas-ukrainoje-karo-ekspertai-ivertino-rusijos-laimejimus-ir-ispejo-del-tolesnio-puolimo.d?id=90649175
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Veidai,"Monika Kvietkutė vėl išgyvena skyrybas: laukė kraustymasis, agresija, o paskutinis lašas buvo supratimas, kad jis – narcizas",https://www.delfi.lt/veidai/nepatogus-klausimai/monika-kvietkute-vel-isgyvena-skyrybas-lauke-kraustymasis-agresija-o-paskutinis-lasas-buvo-supratimas-kad-jis-narcizas.d?id=90641737
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Nuomonės,Kęstutis Girnius. Madridas ir tranzitas,https://www.delfi.lt/news/ringas/lit/kestutis-girnius-madridas-ir-tranzitas.d?id=90650657
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Lietuvoje,Liepą dalis gyventojų gaus didesnes išmokas,https://www.delfi.lt/news/daily/lithuania/liepa-dalis-gyventoju-gaus-didesnes-ismokas.d?id=90649661
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Krepšinis,Fiasko patyrusios Kroatijos strategas: tai skaudžiausia mano nesėkmė,https://www.delfi.lt/krepsinis/naujienos/fiasko-patyrusios-kroatijos-strategas-tai-skaudziausia-mano-nesekme.d?id=90650053
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Agro,"Kaitra vargina ūkininkus: laukai arba pažliugę, arba išdegę, puola varnėnai",https://www.delfi.lt/agro/agroverslo-naujienos/kaitra-vargina-ukininkus-laukai-arba-pazliuge-arba-isdege-puola-varnenai.d?id=90650747
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Auto,"Ekspertai paneigė mitą: elektromobilio baterijai išsikrovus, nakvoti miške nereikės",https://www.delfi.lt/auto/patarimai/ekspertai-paneige-mita-elektromobilio-baterijai-issikrovus-nakvoti-miske-nereikes.d?id=90629853
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Šeima,"Pasidalijo savo atradimais, kaip apsisaugoti nuo uodų: padės namuose pasigamintos priemonės",https://www.delfi.lt/seima/sveikata/pasidalijo-savo-atradimais-kaip-apsisaugoti-nuo-uodu-pades-namuose-pasigamintos-priemones.d?id=90649663
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Mokslas,Sprogus atominei bombai chemikas perspėja nedaryti vienos grubios klaidos: užteks muilo ir vandens,https://www.delfi.lt/mokslas/mokslas/sprogus-atominei-bombai-chemikas-perspeja-nedaryti-vienos-grubios-klaidos-uzteks-muilo-ir-vandens.d?id=90648773
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Užsienyje,Košmaras lietuvių pamėgtame Egipto kurorte: dvi moteris jūroje į gabalus sudraskė ryklys,https://www.delfi.lt/news/daily/world/kosmaras-lietuviu-pamegtame-egipto-kurorte-dvi-moteris-juroje-i-gabalus-sudraske-ryklys.d?id=90648117
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Teisė,"Kruvina drama Vilniuje: du nužudyti, trečiam – perpjauta gerklė",https://www.delfi.lt/news/daily/lithuania/kruvina-drama-vilniuje-du-nuzudyti-treciam-perpjauta-gerkle.d?id=90455257
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Užsienyje,„Ne veltui turime čia tiek karinių dalinių“: ar Kaliningrado sritis ruošiasi kariauti su NATO?,https://www.delfi.lt/news/daily/world/ne-veltui-turime-cia-tiek-kariniu-daliniu-ar-kaliningrado-sritis-ruosiasi-kariauti-su-nato.d?id=90639171
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Užsienyje,Košmaras lietuvių pamėgtame Egipto kurorte: dvi moteris jūroje į gabalus sudraskė ryklys,https://www.delfi.lt/news/daily/world/kosmaras-lietuviu-pamegtame-egipto-kurorte-dvi-moteris-juroje-i-gabalus-sudraske-ryklys.d?id=90648117
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Vasara,Sausakimša Šventoji stebina net rekordinės infliacijos laikais: už tokią kainą miegoti kone kopose atrodo nerealu,https://www.delfi.lt/vasara/naujienos/sausakimsa-sventoji-stebina-net-rekordines-infliacijos-laikais-uz-tokia-kaina-miegoti-kone-kopose-atrodo-nerealu.d?id=90646193
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Lietuvoje,Dėl įtampos Kaliningrade jau skundžiasi vietos lietuviai: kuriama nepakenčiama atmosfera,https://www.delfi.lt/news/daily/lithuania/del-itampos-kaliningrade-jau-skundziasi-vietos-lietuviai-kuriama-nepakenciama-atmosfera.d?id=90633751
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Lietuvoje,Liepą dalis gyventojų gaus didesnes išmokas,https://www.delfi.lt/news/daily/lithuania/liepa-dalis-gyventoju-gaus-didesnes-ismokas.d?id=90649661
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Vasara,"Į Lietuvą atkeliauja orų permainos: dienomis kai kur beliks 18, naktimis – vos 9 laipsniai",https://www.delfi.lt/vasara/orai/i-lietuva-atkeliauja-oru-permainos-dienomis-kai-kur-beliks-18-naktimis-vos-9-laipsniai.d?id=90648961
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Lietuvoje,Siaubingas keršto planas: pagalbos teisėsaugoje ieškojusi moteris patyrė itin dideles kančias,https://www.delfi.lt/news/daily/lithuania/siaubingas-kersto-planas-pagalbos-teisesaugoje-ieskojusi-moteris-patyre-itin-dideles-kancias.d?id=90546441
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Lietuvoje,Į Lietuvą Valstybės dienos proga atvyks Moldovos prezidentė,https://www.delfi.lt/news/daily/lithuania/i-lietuva-valstybes-dienos-proga-atvyks-moldovos-prezidente.d?id=90651133
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Lietuvoje,"Jau liepsnoja ir Rusija? Maskva apkaltino Ukrainą, kad apšaudė gyvenamuosius rajonus Belgorode",https://www.delfi.lt/news/daily/lithuania/jau-liepsnoja-ir-rusija-maskva-apkaltino-ukraina-kad-apsaude-gyvenamuosius-rajonus-belgorode.d?id=90649531
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Lietuvoje,"COVID-19 statistika: per parą – 50 naujų atvejų, mirčių nefiksuota",https://www.delfi.lt/news/daily/lithuania/covid-19-statistika-per-para-50-nauju-atveju-mirciu-nefiksuota.d?id=90650719
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Lietuvoje,Dėl per liūtis gyventojų patirtos žalos atlyginimo – kreipimasis į Vilniaus merą Šimašių,https://www.delfi.lt/news/daily/lithuania/del-per-liutis-gyventoju-patirtos-zalos-atlyginimo-kreipimasis-i-vilniaus-mera-simasiu.d?id=90650671
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Lietuvoje,Parlamentarų grupė prašo vetuoti motinystės išmokų tvarką keičiančias įstatymo pataisas,https://www.delfi.lt/news/daily/lithuania/parlamentaru-grupe-praso-vetuoti-motinystes-ismoku-tvarka-keiciancias-istatymo-pataisas.d?id=90650151
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Lietuvoje,Prezidentas JAV lietuviams: puoselėkime lietuvybę ir perduokime ją iš kartos į kartą,https://www.delfi.lt/news/daily/lithuania/prezidentas-jav-lietuviams-puoselekime-lietuvybe-ir-perduokime-ja-is-kartos-i-karta.d?id=90650033
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Lietuvoje,"Įspėja: į Lietuvą atkeliavo naujos omikron versijos, sergamumas COVID-19 didėja",https://www.delfi.lt/news/daily/lithuania/ispeja-i-lietuva-atkeliavo-naujos-omikron-versijos-sergamumas-covid-19-dideja.d?id=90649975
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Lietuvoje,Praėjusią parą pasieniečiai prie sienos su Baltarusija apgręžė penkis migrantus,https://www.delfi.lt/news/daily/lithuania/praejusia-para-pasienieciai-prie-sienos-su-baltarusija-apgreze-penkis-migrantus.d?id=90650005
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Lietuvoje,Antakalnio kapinėse išterliotas paminklas poetui Kubilinskui,https://www.delfi.lt/news/daily/lithuania/antakalnio-kapinese-isterliotas-paminklas-poetui-kubilinskui.d?id=90649519
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Lietuvoje,Atkurtas buvusio SAM pastato Vilniuje fasadas,https://www.delfi.lt/news/daily/lithuania/atkurtas-buvusio-sam-pastato-vilniuje-fasadas.d?id=90649495
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Lietuvoje,Migracijos departamentas nuo pirmadienio ima riboti klientų srautą,https://www.delfi.lt/news/daily/lithuania/migracijos-departamentas-nuo-pirmadienio-ima-riboti-klientu-srauta.d?id=90649269
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Lietuvoje,Žvalgybos ombudsmenų skyrimas atidėtas rudeniui,https://www.delfi.lt/news/daily/lithuania/zvalgybos-ombudsmenu-skyrimas-atidetas-rudeniui.d?id=90649251
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Lietuvoje,Premjerė I. Šimonytė dalyvaus Ukrainos atstatymo konferencijoje Šveicarijoje,https://www.delfi.lt/news/daily/lithuania/premjere-i-simonyte-dalyvaus-ukrainos-atstatymo-konferencijoje-sveicarijoje.d?id=90649227
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Lietuvoje,Alma Adamkienė – ligoninėje: kritinė padėtis praėjo,https://www.delfi.lt/news/daily/lithuania/alma-adamkiene-ligonineje-kritine-padetis-praejo.d?id=90648121
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Lietuvoje,Paaiškėjo 2023 metais Vilniuje vyksiančio NATO susitikimo biudžetas: skiriama apvali suma,https://www.delfi.lt/news/daily/lithuania/paaiskejo-2023-metais-vilniuje-vyksiancio-nato-susitikimo-biudzetas-skiriama-apvali-suma.d?id=90647631
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Lietuvoje,"Užkalnis – apie besiskundžiančius kainomis Palangoje: ko jie važiuoja, jei jiems brangu?",https://www.delfi.lt/news/daily/lithuania/uzkalnis-apie-besiskundziancius-kainomis-palangoje-ko-jie-vaziuoja-jei-jiems-brangu.d?id=90631493
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Teisė,"Teisininko komentaras. Parama darbdaviui, pritraukusiam aukštos kvalifikacijos darbuotoją iš užsienio",https://www.delfi.lt/news/daily/law/teisininko-komentaras-parama-darbdaviui-pritraukusiam-aukstos-kvalifikacijos-darbuotoja-is-uzsienio.d?id=90630381
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Lietuvoje,Ekonomistai nesureikšmina Rusijai paskelbto defolto: didesnį poveikį jos ekonomikai turi sankcijos,https://www.delfi.lt/news/daily/lithuania/ekonomistai-nesureiksmina-rusijai-paskelbto-defolto-didesni-poveiki-jos-ekonomikai-turi-sankcijos.d?id=90646683
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Lietuvoje,"COVID-19 statistika: 52 nauji atvejai, mirė du žmonės",https://www.delfi.lt/news/daily/lithuania/covid-19-statistika-52-nauji-atvejai-mire-du-zmones.d?id=90646267
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Lietuvoje,Praėjusią parą prie sienos su Baltarusija apgręžtų migrantų nebuvo,https://www.delfi.lt/news/daily/lithuania/praejusia-para-prie-sienos-su-baltarusija-apgreztu-migrantu-nebuvo.d?id=90646227
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Lietuvoje,Nausėda: Lietuva siekia nuolatinio JAV karinių pajėgų dislokavimo savo teritorijoje,https://www.delfi.lt/news/daily/lithuania/nauseda-lietuva-siekia-nuolatinio-jav-kariniu-pajegu-dislokavimo-savo-teritorijoje.d?id=90646159
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Vasara,Orai: karščio bangai pasitraukus šiluma nedings – termometrų stulpeliai kils iki 28 laipsnių,https://www.delfi.lt/vasara/orai/orai-karscio-bangai-pasitraukus-siluma-nedings-termometru-stulpeliai-kils-iki-28-laipsniu.d?id=90645775
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Melas,Bidenas pakliuvo į klastočių kūrėjų akiratį: atsidūrė ant netikro viršelio,https://www.delfi.lt/news/melo-detektorius/melas/bidenas-pakliuvo-i-klastociu-kureju-akirati-atsidure-ant-netikro-virselio.d?id=90632805
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Iš dalies melas,"Skleidžia gandus apie amerikiečių branduolinės energetikos inžinierių, LGBTQ aktyvistą",https://www.delfi.lt/news/melo-detektorius/is-dalies-melas/skleidzia-gandus-apie-amerikieciu-branduolines-energetikos-inzinieriu-lgbtq-aktyvista.d?id=90632735
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Melas,Platina klaidingą Ukrainos kalbų žemėlapį,https://www.delfi.lt/news/melo-detektorius/melas/platina-klaidinga-ukrainos-kalbu-zemelapi.d?id=90632079
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Melas,Lietuviai platina melagieną apie vakcinas: klaidingą informaciją pateikia kaip gąsdinimą,https://www.delfi.lt/news/melo-detektorius/melas/lietuviai-platina-melagiena-apie-vakcinas-klaidinga-informacija-pateikia-kaip-gasdinima.d?id=90632061
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Iš dalies melas,"Gąsdina, esą Latvijoje apsigyvenę ukrainiečiai nuo rytojaus bus išmesti į gatvę",https://www.delfi.lt/news/melo-detektorius/is-dalies-melas/gasdina-esa-latvijoje-apsigyvene-ukrainieciai-nuo-rytojaus-bus-ismesti-i-gatve.d?id=90631657
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-04 10:26:00,Melas,Tėvams – 8 priežastys nuo COVID-19 neskiepyti savo vaikų: absoliuti jų dauguma yra melas,https://www.delfi.lt/news/melo-detektorius/melas/tevams-8-priezastys-nuo-covid-19-neskiepyti-savo-vaiku-absoliuti-ju-dauguma-yra-melas.d?id=90630469
